-0.998	0.138152
-0.996	0.138674
-0.994	0.139126
-0.992	0.139523
-0.99	0.139874
-0.988	0.140192
-0.986	0.140484
-0.984	0.140757
-0.982	0.14102
-0.98	0.141278
-0.978	0.141537
-0.976	0.141799
-0.974	0.14207
-0.972	0.142353
-0.97	0.14265
-0.968	0.142963
-0.966	0.143295
-0.964	0.143645
-0.962	0.144016
-0.96	0.144409
-0.958	0.144823
-0.956	0.145258
-0.954	0.145716
-0.952	0.146195
-0.95	0.146696
-0.948	0.147217
-0.946	0.147759
-0.944	0.148322
-0.942	0.148903
-0.94	0.149504
-0.938	0.150122
-0.936	0.150758
-0.934	0.151411
-0.932	0.152079
-0.93	0.152763
-0.928	0.153462
-0.926	0.154174
-0.924	0.1549
-0.922	0.155639
-0.92	0.156391
-0.918	0.157155
-0.916	0.15793
-0.914	0.158716
-0.912	0.159513
-0.91	0.160321
-0.908	0.16114
-0.906	0.161969
-0.904	0.162808
-0.902	0.163657
-0.9	0.164516
-0.898	0.165386
-0.896	0.166266
-0.894	0.167156
-0.892	0.168057
-0.89	0.168969
-0.888	0.169892
-0.886	0.170826
-0.884	0.171772
-0.882	0.17273
-0.88	0.1737
-0.878	0.174683
-0.876	0.17568
-0.874	0.17669
-0.872	0.177714
-0.87	0.178753
-0.868	0.179806
-0.866	0.180876
-0.864	0.181961
-0.862	0.183063
-0.86	0.184182
-0.858	0.185319
-0.856	0.186474
-0.854	0.187647
-0.852	0.18884
-0.85	0.190053
-0.848	0.191286
-0.846	0.192539
-0.844	0.193814
-0.842	0.195111
-0.84	0.196429
-0.838	0.197771
-0.836	0.199136
-0.834	0.200524
-0.832	0.201937
-0.83	0.203374
-0.828	0.204837
-0.826	0.206324
-0.824	0.207838
-0.822	0.209378
-0.82	0.210944
-0.818	0.212538
-0.816	0.214158
-0.814	0.215807
-0.812	0.217484
-0.81	0.219189
-0.808	0.220922
-0.806	0.222685
-0.804	0.224477
-0.802	0.226299
-0.8	0.228151
-0.798	0.230033
-0.796	0.231945
-0.794	0.233888
-0.792	0.235863
-0.79	0.237868
-0.788	0.239905
-0.786	0.241974
-0.784	0.244074
-0.782	0.246207
-0.78	0.248373
-0.778	0.250571
-0.776	0.252803
-0.774	0.255067
-0.772	0.257365
-0.77	0.259697
-0.768	0.262063
-0.766	0.264463
-0.764	0.266898
-0.762	0.269367
-0.76	0.271872
-0.758	0.274412
-0.756	0.276987
-0.754	0.279599
-0.752	0.282247
-0.75	0.284932
-0.748	0.287653
-0.746	0.290412
-0.744	0.293208
-0.742	0.296043
-0.74	0.298916
-0.738	0.301827
-0.736	0.304778
-0.734	0.307769
-0.732	0.310799
-0.73	0.31387
-0.728	0.316982
-0.726	0.320135
-0.724	0.323331
-0.722	0.326569
-0.72	0.329849
-0.718	0.333173
-0.716	0.336542
-0.714	0.339955
-0.712	0.343413
-0.71	0.346917
-0.708	0.350467
-0.706	0.354064
-0.704	0.357709
-0.702	0.361403
-0.7	0.365145
-0.698	0.368938
-0.696	0.37278
-0.694	0.376674
-0.692	0.38062
-0.69	0.384619
-0.688	0.388671
-0.686	0.392777
-0.684	0.396939
-0.682	0.401156
-0.68	0.40543
-0.678	0.409762
-0.676	0.414152
-0.674	0.418601
-0.672	0.423111
-0.67	0.427681
-0.668	0.432314
-0.666	0.437009
-0.664	0.441769
-0.662	0.446593
-0.66	0.451483
-0.658	0.45644
-0.656	0.461465
-0.654	0.466558
-0.652	0.471721
-0.65	0.476954
-0.648	0.48226
-0.646	0.487638
-0.644	0.49309
-0.642	0.498617
-0.64	0.50422
-0.638	0.5099
-0.636	0.515657
-0.634	0.521494
-0.632	0.527411
-0.63	0.53341
-0.628	0.539491
-0.626	0.545655
-0.624	0.551904
-0.622	0.558238
-0.62	0.56466
-0.618	0.571169
-0.616	0.577767
-0.614	0.584456
-0.612	0.591236
-0.61	0.598108
-0.608	0.605074
-0.606	0.612134
-0.604	0.619291
-0.602	0.626544
-0.6	0.633896
-0.598	0.641347
-0.596	0.648899
-0.594	0.656552
-0.592	0.664308
-0.59	0.672168
-0.588	0.680133
-0.586	0.688204
-0.584	0.696383
-0.582	0.70467
-0.58	0.713068
-0.578	0.721576
-0.576	0.730196
-0.574	0.73893
-0.572	0.747778
-0.57	0.756742
-0.568	0.765823
-0.566	0.775022
-0.564	0.78434
-0.562	0.793778
-0.56	0.803339
-0.558	0.813021
-0.556	0.822828
-0.554	0.83276
-0.552	0.842818
-0.55	0.853004
-0.548	0.863318
-0.546	0.873762
-0.544	0.884337
-0.542	0.895045
-0.54	0.905885
-0.538	0.916861
-0.536	0.927972
-0.534	0.93922
-0.532	0.950607
-0.53	0.962132
-0.528	0.973798
-0.526	0.985606
-0.524	0.997557
-0.522	1.00965
-0.52	1.02189
-0.518	1.03428
-0.516	1.04681
-0.514	1.0595
-0.512	1.07233
-0.51	1.08531
-0.508	1.09845
-0.506	1.11174
-0.504	1.12518
-0.502	1.13878
-0.5	1.15254
-0.498	1.16646
-0.496	1.18053
-0.494	1.19477
-0.492	1.20916
-0.49	1.22372
-0.488	1.23845
-0.486	1.25334
-0.484	1.26839
-0.482	1.28362
-0.48	1.29901
-0.478	1.31457
-0.476	1.3303
-0.474	1.3462
-0.472	1.36228
-0.47	1.37853
-0.468	1.39496
-0.466	1.41156
-0.464	1.42834
-0.462	1.4453
-0.46	1.46243
-0.458	1.47975
-0.456	1.49725
-0.454	1.51493
-0.452	1.5328
-0.45	1.55085
-0.448	1.56908
-0.446	1.58751
-0.444	1.60612
-0.442	1.62491
-0.44	1.6439
-0.438	1.66308
-0.436	1.68245
-0.434	1.70201
-0.432	1.72176
-0.43	1.74171
-0.428	1.76185
-0.426	1.78219
-0.424	1.80272
-0.422	1.82345
-0.42	1.84437
-0.418	1.8655
-0.416	1.88682
-0.414	1.90834
-0.412	1.93007
-0.41	1.95199
-0.408	1.97411
-0.406	1.99644
-0.404	2.01897
-0.402	2.0417
-0.4	2.06463
-0.398	2.08776
-0.396	2.1111
-0.394	2.13465
-0.392	2.15839
-0.39	2.18235
-0.388	2.2065
-0.386	2.23086
-0.384	2.25543
-0.382	2.2802
-0.38	2.30517
-0.378	2.33035
-0.376	2.35573
-0.374	2.38132
-0.372	2.40711
-0.37	2.43311
-0.368	2.45931
-0.366	2.48571
-0.364	2.51232
-0.362	2.53913
-0.36	2.56614
-0.358	2.59335
-0.356	2.62076
-0.354	2.64837
-0.352	2.67619
-0.35	2.7042
-0.348	2.73241
-0.346	2.76081
-0.344	2.78941
-0.342	2.81821
-0.34	2.84719
-0.338	2.87638
-0.336	2.90575
-0.334	2.93531
-0.332	2.96506
-0.33	2.995
-0.328	3.02512
-0.326	3.05543
-0.324	3.08592
-0.322	3.11658
-0.32	3.14743
-0.318	3.17846
-0.316	3.20966
-0.314	3.24103
-0.312	3.27257
-0.31	3.30428
-0.308	3.33616
-0.306	3.3682
-0.304	3.4004
-0.302	3.43277
-0.3	3.46528
-0.298	3.49796
-0.296	3.53078
-0.294	3.56375
-0.292	3.59687
-0.29	3.63013
-0.288	3.66353
-0.286	3.69706
-0.284	3.73073
-0.282	3.76453
-0.28	3.79845
-0.278	3.8325
-0.276	3.86667
-0.274	3.90095
-0.272	3.93535
-0.27	3.96985
-0.268	4.00446
-0.266	4.03917
-0.264	4.07398
-0.262	4.10888
-0.26	4.14387
-0.258	4.17894
-0.256	4.2141
-0.254	4.24933
-0.252	4.28463
-0.25	4.32
-0.248	4.35543
-0.246	4.39092
-0.244	4.42646
-0.242	4.46205
-0.24	4.49769
-0.238	4.53336
-0.236	4.56907
-0.234	4.60481
-0.232	4.64057
-0.23	4.67634
-0.228	4.71213
-0.226	4.74793
-0.224	4.78374
-0.222	4.81953
-0.22	4.85533
-0.218	4.8911
-0.216	4.92686
-0.214	4.96259
-0.212	4.99829
-0.21	5.03396
-0.208	5.06958
-0.206	5.10515
-0.204	5.14067
-0.202	5.17613
-0.2	5.21153
-0.198	5.24685
-0.196	5.28209
-0.194	5.31725
-0.192	5.35232
-0.19	5.38729
-0.188	5.42216
-0.186	5.45693
-0.184	5.49157
-0.182	5.5261
-0.18	5.56049
-0.178	5.59476
-0.176	5.62888
-0.174	5.66285
-0.172	5.69668
-0.17	5.73034
-0.168	5.76383
-0.166	5.79716
-0.164	5.8303
-0.162	5.86326
-0.16	5.89603
-0.158	5.9286
-0.156	5.96097
-0.154	5.99312
-0.152	6.02506
-0.15	6.05677
-0.148	6.08825
-0.146	6.1195
-0.144	6.1505
-0.142	6.18125
-0.14	6.21175
-0.138	6.24198
-0.136	6.27194
-0.134	6.30163
-0.132	6.33104
-0.13	6.36016
-0.128	6.38899
-0.126	6.41752
-0.124	6.44574
-0.122	6.47365
-0.12	6.50125
-0.118	6.52851
-0.116	6.55545
-0.114	6.58205
-0.112	6.60831
-0.11	6.63423
-0.108	6.65979
-0.106	6.68499
-0.104	6.70982
-0.102	6.73429
-0.1	6.75838
-0.098	6.78209
-0.096	6.80541
-0.094	6.82834
-0.092	6.85087
-0.09	6.873
-0.088	6.89473
-0.086	6.91604
-0.084	6.93693
-0.082	6.95741
-0.08	6.97745
-0.078	6.99707
-0.076	7.01625
-0.074	7.03498
-0.072	7.05328
-0.07	7.07112
-0.068	7.08851
-0.066	7.10545
-0.064	7.12192
-0.062	7.13792
-0.06	7.15346
-0.058	7.16853
-0.056	7.18312
-0.054	7.19723
-0.052	7.21085
-0.05	7.22399
-0.048	7.23664
-0.046	7.2488
-0.044	7.26046
-0.042	7.27162
-0.04	7.28228
-0.038	7.29244
-0.036	7.3021
-0.034	7.31124
-0.032	7.31987
-0.03	7.32799
-0.028	7.3356
-0.026	7.34269
-0.024	7.34926
-0.022	7.35531
-0.02	7.36084
-0.018	7.36585
-0.016	7.37034
-0.014	7.37429
-0.012	7.37773
-0.01	7.38063
-0.008	7.38301
-0.006	7.38486
-0.004	7.38619
-0.002	7.38698
0	7.38724
0.002	7.38698
0.004	7.38619
0.006	7.38486
0.008	7.38301
0.01	7.38063
0.012	7.37773
0.014	7.37429
0.016	7.37034
0.018	7.36585
0.02	7.36084
0.022	7.35531
0.024	7.34926
0.026	7.34269
0.028	7.3356
0.03	7.32799
0.032	7.31987
0.034	7.31124
0.036	7.3021
0.038	7.29244
0.04	7.28228
0.042	7.27162
0.044	7.26046
0.046	7.2488
0.048	7.23664
0.05	7.22399
0.052	7.21085
0.054	7.19723
0.056	7.18312
0.058	7.16853
0.06	7.15346
0.062	7.13792
0.064	7.12192
0.066	7.10545
0.068	7.08851
0.07	7.07112
0.072	7.05328
0.074	7.03498
0.076	7.01625
0.078	6.99707
0.08	6.97745
0.082	6.95741
0.084	6.93693
0.086	6.91604
0.088	6.89473
0.09	6.873
0.092	6.85087
0.094	6.82834
0.096	6.80541
0.098	6.78209
0.1	6.75838
0.102	6.73429
0.104	6.70982
0.106	6.68499
0.108	6.65979
0.11	6.63423
0.112	6.60831
0.114	6.58205
0.116	6.55545
0.118	6.52851
0.12	6.50125
0.122	6.47365
0.124	6.44574
0.126	6.41752
0.128	6.38899
0.13	6.36016
0.132	6.33104
0.134	6.30163
0.136	6.27194
0.138	6.24198
0.14	6.21175
0.142	6.18125
0.144	6.1505
0.146	6.1195
0.148	6.08825
0.15	6.05677
0.152	6.02506
0.154	5.99312
0.156	5.96097
0.158	5.9286
0.16	5.89603
0.162	5.86326
0.164	5.8303
0.166	5.79716
0.168	5.76383
0.17	5.73034
0.172	5.69668
0.174	5.66285
0.176	5.62888
0.178	5.59476
0.18	5.56049
0.182	5.5261
0.184	5.49157
0.186	5.45693
0.188	5.42216
0.19	5.38729
0.192	5.35232
0.194	5.31725
0.196	5.28209
0.198	5.24685
0.2	5.21153
0.202	5.17613
0.204	5.14067
0.206	5.10515
0.208	5.06958
0.21	5.03396
0.212	4.99829
0.214	4.96259
0.216	4.92686
0.218	4.8911
0.22	4.85533
0.222	4.81953
0.224	4.78374
0.226	4.74793
0.228	4.71213
0.23	4.67634
0.232	4.64057
0.234	4.60481
0.236	4.56907
0.238	4.53336
0.24	4.49769
0.242	4.46205
0.244	4.42646
0.246	4.39092
0.248	4.35543
0.25	4.32
0.252	4.28463
0.254	4.24933
0.256	4.2141
0.258	4.17894
0.26	4.14387
0.262	4.10888
0.264	4.07398
0.266	4.03917
0.268	4.00446
0.27	3.96985
0.272	3.93535
0.274	3.90095
0.276	3.86667
0.278	3.8325
0.28	3.79845
0.282	3.76453
0.284	3.73073
0.286	3.69706
0.288	3.66353
0.29	3.63013
0.292	3.59687
0.294	3.56375
0.296	3.53078
0.298	3.49796
0.3	3.46528
0.302	3.43277
0.304	3.4004
0.306	3.3682
0.308	3.33616
0.31	3.30428
0.312	3.27257
0.314	3.24103
0.316	3.20966
0.318	3.17846
0.32	3.14743
0.322	3.11658
0.324	3.08592
0.326	3.05543
0.328	3.02512
0.33	2.995
0.332	2.96506
0.334	2.93531
0.336	2.90575
0.338	2.87638
0.34	2.84719
0.342	2.81821
0.344	2.78941
0.346	2.76081
0.348	2.73241
0.35	2.7042
0.352	2.67619
0.354	2.64837
0.356	2.62076
0.358	2.59335
0.36	2.56614
0.362	2.53913
0.364	2.51232
0.366	2.48571
0.368	2.45931
0.37	2.43311
0.372	2.40711
0.374	2.38132
0.376	2.35573
0.378	2.33035
0.38	2.30517
0.382	2.2802
0.384	2.25543
0.386	2.23086
0.388	2.2065
0.39	2.18235
0.392	2.15839
0.394	2.13465
0.396	2.1111
0.398	2.08776
0.4	2.06463
0.402	2.0417
0.404	2.01897
0.406	1.99644
0.408	1.97411
0.41	1.95199
0.412	1.93007
0.414	1.90834
0.416	1.88682
0.418	1.8655
0.42	1.84437
0.422	1.82345
0.424	1.80272
0.426	1.78219
0.428	1.76185
0.43	1.74171
0.432	1.72176
0.434	1.70201
0.436	1.68245
0.438	1.66308
0.44	1.6439
0.442	1.62491
0.444	1.60612
0.446	1.58751
0.448	1.56908
0.45	1.55085
0.452	1.5328
0.454	1.51493
